date,code,indicator,hamilton_cycle,model_A_regime,model_A_prob_high,model_B_regime,model_B_prob_high,model_B_converged
2015-07-31,M0000612,CPI,0.040582674511924544,低位区制,0.00048574503628953707,低位区制,0.0,True
2015-08-31,M0000612,CPI,0.040632696950877276,低位区制,0.0006275875809844434,低位区制,0.0,True
2015-09-30,M0000612,CPI,0.2997247649919823,低位区制,0.0019155870117437178,高位区制,0.7766471615847785,True
2015-10-31,M0000612,CPI,-0.3441324786841674,低位区制,5.939270295214303e-05,低位区制,0.0,True
2015-11-30,M0000612,CPI,-0.33513693421113633,低位区制,4.3324516370251564e-05,低位区制,0.0,True
2015-12-31,M0000612,CPI,-0.4558110461043499,低位区制,2.2576799252664227e-05,低位区制,0.0,True
2016-01-31,M0000612,CPI,0.03092172094228013,低位区制,0.00048014727638404135,低位区制,1.752480251744038e-142,True
2016-02-29,M0000612,CPI,0.20172520026593638,低位区制,0.0011819452699389605,低位区制,7.543711252279143e-70,True
2016-03-31,M0000612,CPI,0.014204080219018186,低位区制,0.00044346922795296265,低位区制,0.0,True
2016-04-30,M0000612,CPI,-0.23278746113776994,低位区制,9.47729322992564e-05,低位区制,0.0,True
2016-05-31,M0000612,CPI,-0.04543449805294041,低位区制,0.0003292219468146532,低位区制,7.161957556298801e-130,True
2016-06-30,M0000612,CPI,0.23760160016941273,低位区制,0.0014295838137116262,高位区制,0.6738601994175648,True
2016-07-31,M0000612,CPI,0.05768721636953114,低位区制,0.0005831957617185727,低位区制,0.0,True
2016-08-31,M0000612,CPI,-0.4267766726644084,低位区制,2.7743392003616293e-05,低位区制,0.0,True
2016-09-30,M0000612,CPI,-0.3124303907933462,低位区制,4.942060753239647e-05,低位区制,0.0,True
2016-10-31,M0000612,CPI,-0.46068712058315797,低位区制,1.988530426896341e-05,低位区制,0.0,True
2016-11-30,M0000612,CPI,-0.3066975601031485,低位区制,5.2239497505821464e-05,低位区制,0.0,True
2016-12-31,M0000612,CPI,-0.24857791807294227,低位区制,0.00011320660873140126,低位区制,0.0,True
2017-01-31,M0000612,CPI,0.3490352926003789,低位区制,0.0022907324752813193,低位区制,0.0,True
2017-02-28,M0000612,CPI,-0.45685146562562096,低位区制,3.119178877519228e-05,低位区制,0.0,True
2017-03-31,M0000612,CPI,-0.3790993713235089,低位区制,3.4354667605499674e-05,低位区制,0.0,True
2017-04-30,M0000612,CPI,-0.06256250700117688,低位区制,0.00022310195427918938,低位区制,7.146553240640772e-05,True
2017-05-31,M0000612,CPI,-0.35892408190151853,低位区制,3.871798079177464e-05,低位区制,0.0,True
2017-06-30,M0000612,CPI,-0.6072483789193044,低位区制,7.682116241162605e-06,低位区制,0.0,True
2017-07-31,M0000612,CPI,-0.7771987285930746,低位区制,2.5487968306890903e-06,低位区制,0.0,True
2017-08-31,M0000612,CPI,-0.2321522359354415,低位区制,8.412643839861098e-05,低位区制,3.5716277294265445e-137,True
2017-09-30,M0000612,CPI,-0.5604226546311841,低位区制,0.00022656487642174974,低位区制,0.0,True
2017-10-31,M0000612,CPI,0.7636618124554727,低位区制,0.08468289776172616,低位区制,0.0,True
2017-11-30,M0000612,CPI,0.6553667600992108,低位区制,0.08130303836409167,低位区制,0.0,True
2017-12-31,M0000612,CPI,0.28886839921640106,低位区制,0.024591754985851505,低位区制,0.0,True
2018-01-31,M0000612,CPI,-0.6008475478223284,低位区制,7.235259618596595e-05,低位区制,0.0,True
2018-02-28,M0000612,CPI,0.22747938115317706,低位区制,0.0012741734341445573,低位区制,0.0,True
2018-03-31,M0000612,CPI,0.030188765225737154,低位区制,0.0004899706188597417,低位区制,0.0,True
2018-04-30,M0000612,CPI,-0.2972598176031638,低位区制,6.148022489899491e-05,低位区制,0.0,True
2018-05-31,M0000612,CPI,-0.1901456459306616,低位区制,0.00010595173416986863,低位区制,0.0,True
2018-06-30,M0000612,CPI,-0.28144205460934685,低位区制,6.767356036329845e-05,低位区制,0.0,True
2018-07-31,M0000612,CPI,0.03696287591880823,低位区制,0.00048679119885820506,高位区制,0.7452445969848682,True
2018-08-31,M0000612,CPI,0.07831980355366419,低位区制,0.001013887327891183,低位区制,0.0,True
2018-09-30,M0000612,CPI,0.4336983440838216,低位区制,0.004005725031992111,低位区制,1.709639013032295e-84,True
2018-10-31,M0000612,CPI,-0.5327181398853169,低位区制,2.486344091027846e-05,低位区制,0.0,True
2018-11-30,M0000612,CPI,-0.2074707636031132,低位区制,0.00010471354453040013,低位区制,2.7956308449137063e-16,True
2018-12-31,M0000612,CPI,0.04228651220884301,低位区制,0.0005212232500858193,低位区制,4.825556252709031e-28,True
2019-01-31,M0000612,CPI,0.21278336403126,低位区制,0.001185187100500233,低位区制,4.340110783084202e-67,True
2019-02-28,M0000612,CPI,-0.27379451454711595,低位区制,8.363283755043603e-05,低位区制,0.0,True
2019-03-31,M0000612,CPI,-0.08074602094705685,低位区制,0.00021575270508603675,低位区制,1.1513765880434842e-133,True
2019-04-30,M0000612,CPI,-0.08914903441248259,低位区制,0.00031694895488436223,低位区制,0.0,True
2019-05-31,M0000612,CPI,-0.045023629927321396,低位区制,0.002623535937890846,低位区制,0.0,True
2019-06-30,M0000612,CPI,0.05784149424591645,低位区制,0.04048029560852095,低位区制,6.343144742171159e-250,True
2019-07-31,M0000612,CPI,0.41434938819556216,低位区制,0.3899781316637845,低位区制,5.4609342842749535e-80,True
2019-08-31,M0000612,CPI,0.67941967816105,高位区制,0.8362745669356162,低位区制,7.305413699993476e-46,True
2019-09-30,M0000612,CPI,0.8574091093915963,高位区制,0.9799463710952442,低位区制,8.222350632790633e-12,True
2019-10-31,M0000612,CPI,1.2556993484000012,高位区制,0.99945712189833,低位区制,0.0,True
2019-11-30,M0000612,CPI,0.9596944153098454,高位区制,0.999524978977004,低位区制,0.0,True
2019-12-31,M0000612,CPI,0.7133321249282388,高位区制,0.9987490023064945,低位区制,0.0,True
2020-01-31,M0000612,CPI,1.157743414392531,高位区制,0.9997971482238559,低位区制,0.0,True
2020-02-29,M0000612,CPI,1.3442466782365452,高位区制,0.9991995121895957,低位区制,1.8037224401747137e-153,True
2020-03-31,M0000612,CPI,0.9092458900943895,高位区制,0.9487734561882197,低位区制,0.0,True
2020-04-30,M0000612,CPI,0.44469337829654465,低位区制,0.4625348095569264,低位区制,0.0,True
2020-05-31,M0000612,CPI,-0.14059253709081862,低位区制,0.015260610880451981,低位区制,0.0,True
2020-06-30,M0000612,CPI,-0.5888081268877776,低位区制,4.0411909614152206e-05,低位区制,0.0,True
2020-07-31,M0000612,CPI,-0.9140917820184176,低位区制,1.0021813655351814e-06,低位区制,0.0,True
2020-08-31,M0000612,CPI,-0.8483893026094896,低位区制,1.5481448285053661e-06,低位区制,0.0,True
2020-09-30,M0000612,CPI,-1.4141287323722884,低位区制,2.879221793620494e-08,低位区制,0.0,True
2020-10-31,M0000612,CPI,-1.7027587493526943,低位区制,3.29329782064345e-09,低位区制,0.0,True
2020-11-30,M0000612,CPI,-1.4412056585573123,低位区制,2.432650680336292e-08,低位区制,0.0,True
2020-12-31,M0000612,CPI,-0.1588432663581939,低位区制,0.00013046976936278892,低位区制,0.0,True
2021-01-31,M0000612,CPI,-0.06702063011998649,低位区制,0.00022070568147981948,低位区制,0.0,True
2021-02-28,M0000612,CPI,-0.564580858428767,低位区制,1.0554879985337651e-05,低位区制,0.0,True
2021-03-31,M0000612,CPI,-0.8865996087543249,低位区制,1.212417236014947e-06,低位区制,0.0,True
2021-04-30,M0000612,CPI,-0.6891133128042011,低位区制,4.681010384372667e-05,低位区制,0.0,True
2021-05-31,M0000612,CPI,0.06220139845077327,低位区制,0.038932522727855405,低位区制,0.0,True
2021-06-30,M0000612,CPI,0.7596695152194028,低位区制,0.3867422963921897,低位区制,0.0,True
2021-07-31,M0000612,CPI,1.1411203731220054,低位区制,0.44799260125547946,低位区制,0.0,True
2021-08-31,M0000612,CPI,0.110003524024741,低位区制,0.05854069284122243,低位区制,0.0,True
2021-09-30,M0000612,CPI,-0.20722308532319256,低位区制,0.001498920467400933,低位区制,0.0,True
2021-10-31,M0000612,CPI,-0.014454904244748878,低位区制,0.0004496454076435545,低位区制,3.9104311093074003e-109,True
2021-11-30,M0000612,CPI,0.12318536711915914,低位区制,0.0007019855935240984,低位区制,2.710513920956317e-147,True
2021-12-31,M0000612,CPI,-0.7722774756609846,低位区制,3.016872254194083e-06,低位区制,0.0,True
2022-01-31,M0000612,CPI,-1.2009593701387182,低位区制,1.3478523895172443e-07,低位区制,0.0,True
2022-02-28,M0000612,CPI,-0.7786746907626925,低位区制,2.627960849540898e-06,低位区制,1.0054246043246613e-44,True
2022-03-31,M0000612,CPI,-0.1527537177651283,低位区制,0.00026474515207735775,低位区制,0.0,True
2022-04-30,M0000612,CPI,0.3806072230006722,低位区制,0.004471714538776299,低位区制,0.0,True
2022-05-31,M0000612,CPI,0.36505241505208724,低位区制,0.0043383396571218084,低位区制,0.0,True
2022-06-30,M0000612,CPI,-0.027003002967812134,低位区制,0.0005459524289947654,低位区制,0.0,True
2022-07-31,M0000612,CPI,-0.5446538102242793,低位区制,6.78055363481689e-05,低位区制,0.0,True
2022-08-31,M0000612,CPI,0.008288173760034684,低位区制,0.017545606512010776,低位区制,2.6947939343222425e-269,True
2022-09-30,M0000612,CPI,0.992827627068865,低位区制,0.22932957856151553,低位区制,0.0,True
2022-10-31,M0000612,CPI,0.7144718799443092,低位区制,0.19269745087687462,低位区制,0.0,True
2022-11-30,M0000612,CPI,-0.32450499496304075,低位区制,0.0021555021625238448,低位区制,0.0,True
2022-12-31,M0000612,CPI,-0.8123340925236842,低位区制,3.0170321757142974e-06,低位区制,0.0,True
2023-01-31,M0000612,CPI,-0.5347337129793038,低位区制,1.2134247032413728e-05,低位区制,2.2212997291143437e-172,True
2023-02-28,M0000612,CPI,-1.0637150340630255,低位区制,3.550140045133757e-07,低位区制,0.0,True
2023-03-31,M0000612,CPI,-1.169642072112251,低位区制,1.681488731197067e-07,低位区制,0.0,True
2023-04-30,M0000612,CPI,-1.2709900066829196,低位区制,8.153911007766129e-08,低位区制,0.0,True
2023-05-31,M0000612,CPI,-1.2469314126908397,低位区制,9.694873381342469e-08,低位区制,0.0,True
2023-06-30,M0000612,CPI,-0.8707273610432973,低位区制,1.3327103647626391e-06,低位区制,1.3303501033396958e-135,True
2023-07-31,M0000612,CPI,-0.6894910648597581,低位区制,4.457991363545519e-06,低位区制,0.0,True
2023-08-31,M0000612,CPI,-0.6588026768781696,低位区制,5.4464822949847035e-06,低位区制,0.0,True
2023-09-30,M0000612,CPI,-1.238062347428068,低位区制,1.0349584690764783e-07,低位区制,0.0,True
2023-10-31,M0000612,CPI,-0.7330288694538533,低位区制,3.350435566513961e-06,高位区制,0.7767030252572898,True
2023-11-30,M0000612,CPI,-0.5539981353420181,低位区制,1.100415856159024e-05,低位区制,0.0,True
2023-12-31,M0000612,CPI,-0.1847973719657503,低位区制,0.00010643069741995509,高位区制,0.7226629234810499,True
2024-01-31,M0000612,CPI,-0.9171917719774774,低位区制,1.0178797157188405e-06,低位区制,0.0,True
2024-02-29,M0000612,CPI,-0.21681011101380598,低位区制,8.785555131985494e-05,低位区制,0.0,True
2024-03-31,M0000612,CPI,-0.4995527887268517,低位区制,1.5514422563234045e-05,低位区制,0.0,True
2024-04-30,M0000612,CPI,-0.6666507622517752,低位区制,5.192439558401943e-06,低位区制,0.0,True
2024-05-31,M0000612,CPI,-0.7308627302647901,低位区制,3.3984149885088797e-06,低位区制,0.0,True
2024-06-30,M0000612,CPI,-0.6601695802971697,低位区制,5.528224917144395e-06,低位区制,0.0,True
2024-07-31,M0000612,CPI,-0.19633190752907737,低位区制,0.00010011975479087606,低位区制,1.5679249316689639e-40,True
2024-08-31,M0000612,CPI,-0.3465092312013126,低位区制,4.126929798535023e-05,低位区制,0.0,True
2024-09-30,M0000612,CPI,-0.24873856573990605,低位区制,7.282875915578058e-05,低位区制,0.0,True
2024-10-31,M0000612,CPI,-1.3423221815308604,低位区制,4.953120981492305e-08,低位区制,0.0,True
2024-11-30,M0000612,CPI,-1.056017594660768,低位区制,3.7348138178245e-07,低位区制,0.0,True
2024-12-31,M0000612,CPI,-1.07644605468782,低位区制,3.249381444515351e-07,低位区制,0.0,True
2025-01-31,M0000612,CPI,-0.5220001716216889,低位区制,1.3152458933927975e-05,低位区制,2.394356669904836e-55,True
2025-02-28,M0000612,CPI,-1.2342910363637056,低位区制,1.0645043669499204e-07,低位区制,0.0,True
2025-03-31,M0000612,CPI,-1.053169400659553,低位区制,3.809525033441389e-07,低位区制,0.0,True
2025-04-30,M0000612,CPI,-1.1437672844761106,低位区制,2.0193810659421996e-07,低位区制,0.0,True
2025-05-31,M0000612,CPI,-0.9806889009607399,低位区制,6.296602407954394e-07,低位区制,0.0,True
2025-06-30,M0000612,CPI,-0.6914383630864329,低位区制,4.399648160373588e-06,低位区制,9.577736863848949e-224,True
2025-07-31,M0000612,CPI,-0.6873109695039084,低位区制,4.520667346973649e-06,低位区制,0.0,True
2025-08-31,M0000612,CPI,-0.9145342200982337,低位区制,9.901712209906913e-07,低位区制,0.0,True
2025-09-30,M0000612,CPI,-1.1784008506267807,低位区制,1.6241511297849812e-07,低位区制,0.0,True
2025-10-31,M0000612,CPI,-0.17686531314391152,低位区制,0.00011332727356736994,低位区制,0.0,True
2025-11-30,M0000612,CPI,-0.2454384877541702,低位区制,7.640221695815365e-05,低位区制,0.0,True
2025-12-31,M0000612,CPI,-0.3259130034851503,低位区制,4.580923619860422e-05,低位区制,0.0,True
2026-01-31,M0000612,CPI,-0.893374675139273,低位区制,1.1754258246396065e-06,低位区制,0.0,True
2026-02-28,M0000612,CPI,-0.25791423599642255,低位区制,7.346145196226549e-05,低位区制,9.466e-321,True
2026-03-31,M0000612,CPI,-0.35176608402634546,低位区制,0.0003202462966969017,低位区制,0.0,True
2006-01-31,M0017126,PMI,0.1548731643073978,高位区制,0.7547378981718762,高位区制,0.5344759004033431,True
2006-02-28,M0017126,PMI,0.04890572860248216,高位区制,0.8054847413447604,高位区制,0.5821474312732675,True
2006-03-31,M0017126,PMI,1.3395876139112664,高位区制,0.9999980348182581,高位区制,0.9999999997033624,True
2006-04-30,M0017126,PMI,2.532639377043838,高位区制,0.9999999999999968,高位区制,1.0000000000000016,True
2006-05-31,M0017126,PMI,1.2008872861330142,高位区制,0.9999998295156692,高位区制,0.9645046251441903,True
2006-06-30,M0017126,PMI,1.0089861307509234,高位区制,0.9999935314787813,高位区制,0.8738807197652141,True
2006-07-31,M0017126,PMI,0.3088150978024497,高位区制,0.9970564759900509,高位区制,0.8646906016162119,True
2006-08-31,M0017126,PMI,0.4229713613143143,高位区制,0.9980877230369103,高位区制,0.894079147506041,True
2006-09-30,M0017126,PMI,2.069352472750562,高位区制,0.9999999999999823,高位区制,1.0000000000000018,True
2006-10-31,M0017126,PMI,1.2107587060543985,高位区制,0.9999998536601229,高位区制,0.9408392392083973,True
2006-11-30,M0017126,PMI,1.2540473397111884,高位区制,0.9999999247867577,高位区制,0.9551518348534409,True
2006-12-31,M0017126,PMI,1.0211657984255451,高位区制,0.9999978370000626,高位区制,0.9475348244770603,True
2007-01-31,M0017126,PMI,1.302503460363637,高位区制,0.9999999510202014,高位区制,0.9966205642514011,True
2007-02-28,M0017126,PMI,0.4504585954731223,高位区制,0.999229626351344,高位区制,0.9927760333060773,True
2007-03-31,M0017126,PMI,1.5038244273171077,高位区制,0.999999998453836,高位区制,0.9999999996658915,True
2007-04-30,M0017126,PMI,2.6071188260972535,高位区制,0.9999999999999967,高位区制,0.9999999999999903,True
