date,code,indicator,model,full_prob_high,partial_prob_high,full_regime,partial_regime
2006-01-31,M0000612,CPI,模型A：均值—方差切换,0.3135356829159831,0.5870034145748261,低位区制,高位区制
2006-02-28,M0000612,CPI,模型A：均值—方差切换,0.007261802449321422,0.3349848914560844,低位区制,低位区制
2006-03-31,M0000612,CPI,模型A：均值—方差切换,1.4659199305675394e-05,0.2550743075314164,低位区制,低位区制
2006-04-30,M0000612,CPI,模型A：均值—方差切换,0.0001435117683376343,0.16141477297603832,低位区制,低位区制
2006-05-31,M0000612,CPI,模型A：均值—方差切换,0.0010018225842962193,0.14018017104482053,低位区制,低位区制
2006-06-30,M0000612,CPI,模型A：均值—方差切换,0.00038941312741199737,0.1464993669105637,低位区制,低位区制
2006-07-31,M0000612,CPI,模型A：均值—方差切换,1.0328328125226817e-05,0.20500825688595375,低位区制,低位区制
2006-08-31,M0000612,CPI,模型A：均值—方差切换,4.796226125514957e-06,0.28232595648023073,低位区制,低位区制
2006-09-30,M0000612,CPI,模型A：均值—方差切换,1.0005156861397352e-05,0.3433944282648505,低位区制,低位区制
2006-10-31,M0000612,CPI,模型A：均值—方差切换,0.0035012179931375835,0.3969183515176171,低位区制,低位区制
2006-11-30,M0000612,CPI,模型A：均值—方差切换,0.034741965752694455,0.5710973867949309,低位区制,高位区制
2006-12-31,M0000612,CPI,模型A：均值—方差切换,0.04535837139627771,0.6574702691196527,低位区制,高位区制
2007-01-31,M0000612,CPI,模型A：均值—方差切换,0.02324082494980179,0.658925569099672,低位区制,高位区制
2007-02-28,M0000612,CPI,模型A：均值—方差切换,0.12165165100670061,0.7453612971936248,低位区制,高位区制
2007-03-31,M0000612,CPI,模型A：均值—方差切换,0.8767791878072289,0.9840838624819581,高位区制,高位区制
2007-04-30,M0000612,CPI,模型A：均值—方差切换,0.9539943620429185,0.9937957687438441,高位区制,高位区制
2007-05-31,M0000612,CPI,模型A：均值—方差切换,0.9850949424379176,0.9972648174117674,高位区制,高位区制
2007-06-30,M0000612,CPI,模型A：均值—方差切换,0.9993387957330753,0.999958769570346,高位区制,高位区制
2007-07-31,M0000612,CPI,模型A：均值—方差切换,0.9999743429350535,0.9999998426369979,高位区制,高位区制
2007-08-31,M0000612,CPI,模型A：均值—方差切换,0.9999684074361307,0.9999995230023677,高位区制,高位区制
2007-09-30,M0000612,CPI,模型A：均值—方差切换,0.9999906517674462,0.9999999928447737,高位区制,高位区制
2007-10-31,M0000612,CPI,模型A：均值—方差切换,0.9999952632567324,0.9999999995786061,高位区制,高位区制
2007-11-30,M0000612,CPI,模型A：均值—方差切换,0.9999946093223113,0.9999999992497234,高位区制,高位区制
2007-12-31,M0000612,CPI,模型A：均值—方差切换,0.9999921095326757,0.9999999962507531,高位区制,高位区制
2008-01-31,M0000612,CPI,模型A：均值—方差切换,0.9999976728053358,0.9999999999866418,高位区制,高位区制
2008-02-29,M0000612,CPI,模型A：均值—方差切换,0.9999991227147712,0.9999999999999583,高位区制,高位区制
2008-03-31,M0000612,CPI,模型A：均值—方差切换,0.9999618747906942,0.9999991910683061,高位区制,高位区制
2008-04-30,M0000612,CPI,模型A：均值—方差切换,0.9999217034849025,0.9999942835851775,高位区制,高位区制
2008-05-31,M0000612,CPI,模型A：均值—方差切换,0.9999807556183724,0.9999999075245781,高位区制,高位区制
2008-06-30,M0000612,CPI,模型A：均值—方差切换,0.9999678702575407,0.9999999571641601,高位区制,高位区制
2008-07-31,M0000612,CPI,模型A：均值—方差切换,0.9953299383370846,0.9999794695669022,高位区制,高位区制
2008-08-31,M0000612,CPI,模型A：均值—方差切换,0.8251954869758195,0.9976440300769448,高位区制,高位区制
2008-09-30,M0000612,CPI,模型A：均值—方差切换,0.263235893387883,0.9921110320338816,低位区制,高位区制
2008-10-31,M0000612,CPI,模型A：均值—方差切换,3.089963775266452e-05,0.9986357883551868,低位区制,高位区制
2008-11-30,M0000612,CPI,模型A：均值—方差切换,6.419831653813274e-09,0.9999974946974655,低位区制,高位区制
2008-12-31,M0000612,CPI,模型A：均值—方差切换,1.0486737335480048e-09,0.9999998898477459,低位区制,高位区制
2009-01-31,M0000612,CPI,模型A：均值—方差切换,5.204494951115369e-07,0.9994378397916678,低位区制,高位区制
2009-02-28,M0000612,CPI,模型A：均值—方差切换,2.0769181383129931e-10,0.9999999941267492,低位区制,高位区制
2009-03-31,M0000612,CPI,模型A：均值—方差切换,2.9152186797603732e-08,0.9999799153081368,低位区制,高位区制
2009-04-30,M0000612,CPI,模型A：均值—方差切换,5.070122773175309e-07,0.9994129221713035,低位区制,高位区制
2009-05-31,M0000612,CPI,模型A：均值—方差切换,2.700967974655816e-07,0.9996760608794887,低位区制,高位区制
2009-06-30,M0000612,CPI,模型A：均值—方差切换,3.059092304565772e-08,0.9999159423475839,低位区制,高位区制
2009-07-31,M0000612,CPI,模型A：均值—方差切换,1.8399804306355537e-06,0.9866633615626694,低位区制,高位区制
2009-08-31,M0000612,CPI,模型A：均值—方差切换,0.0026074982284601594,0.9442522361214257,低位区制,高位区制
2009-09-30,M0000612,CPI,模型A：均值—方差切换,0.029659471181436626,0.9462200321372279,低位区制,高位区制
2009-10-31,M0000612,CPI,模型A：均值—方差切换,0.9213752176371993,0.9983626002705648,高位区制,高位区制
2009-11-30,M0000612,CPI,模型A：均值—方差切换,0.9898641972755909,0.9996941865319923,高位区制,高位区制
2009-12-31,M0000612,CPI,模型A：均值—方差切换,0.9970392679858513,0.9999326654964001,高位区制,高位区制
2010-01-31,M0000612,CPI,模型A：均值—方差切换,0.9703585360758402,0.9905881028283131,高位区制,高位区制
2010-02-28,M0000612,CPI,模型A：均值—方差切换,0.9925839169276188,0.9997150146504024,高位区制,高位区制
2010-03-31,M0000612,CPI,模型A：均值—方差切换,0.9777153010761752,0.9977750909098199,高位区制,高位区制
2010-04-30,M0000612,CPI,模型A：均值—方差切换,0.8420739461855704,0.9642203990846004,高位区制,高位区制
2010-05-31,M0000612,CPI,模型A：均值—方差切换,0.448968094993205,0.838811850903856,低位区制,高位区制
2010-06-30,M0000612,CPI,模型A：均值—方差切换,0.10255901123476842,0.7001122592835279,低位区制,高位区制
2010-07-31,M0000612,CPI,模型A：均值—方差切换,0.0067376200012157226,0.6364097393176446,低位区制,高位区制
2010-08-31,M0000612,CPI,模型A：均值—方差切换,0.00013394894311846679,0.6481911032921852,低位区制,高位区制
2010-09-30,M0000612,CPI,模型A：均值—方差切换,0.02310028428191828,0.6731317675209498,低位区制,高位区制
2010-10-31,M0000612,CPI,模型A：均值—方差切换,0.27728306158599453,0.7938231609088431,低位区制,高位区制
2010-11-30,M0000612,CPI,模型A：均值—方差切换,0.9718147065534535,0.9988090783686119,高位区制,高位区制
2010-12-31,M0000612,CPI,模型A：均值—方差切换,0.9937549236815789,0.9992302591104529,高位区制,高位区制
2011-01-31,M0000612,CPI,模型A：均值—方差切换,0.999388524180031,0.9999154268443131,高位区制,高位区制
2011-02-28,M0000612,CPI,模型A：均值—方差切换,0.9998529191850689,0.9999812815999203,高位区制,高位区制
2011-03-31,M0000612,CPI,模型A：均值—方差切换,0.999933264402947,0.9999965910286692,高位区制,高位区制
2011-04-30,M0000612,CPI,模型A：均值—方差切换,0.9998963182499769,0.9999892809708391,高位区制,高位区制
2011-05-31,M0000612,CPI,模型A：均值—方差切换,0.9999139687007578,0.9999932106280146,高位区制,高位区制
2011-06-30,M0000612,CPI,模型A：均值—方差切换,0.9999363090468717,0.9999971390872192,高位区制,高位区制
2011-07-31,M0000612,CPI,模型A：均值—方差切换,0.9997225209328,0.9999130097800858,高位区制,高位区制
2011-08-31,M0000612,CPI,模型A：均值—方差切换,0.9999433840774128,0.9999979226656089,高位区制,高位区制
2011-09-30,M0000612,CPI,模型A：均值—方差切换,0.9999102954581802,0.9999997060912179,高位区制,高位区制
2011-10-31,M0000612,CPI,模型A：均值—方差切换,0.9902195917353778,0.9997426611385514,高位区制,高位区制
2011-11-30,M0000612,CPI,模型A：均值—方差切换,0.39490662577134744,0.7261161900046345,低位区制,高位区制
2011-12-31,M0000612,CPI,模型A：均值—方差切换,0.19969800934151777,0.5703203372782646,低位区制,高位区制
2012-01-31,M0000612,CPI,模型A：均值—方差切换,0.12004803529234004,0.4706535258115822,低位区制,低位区制
2012-02-29,M0000612,CPI,模型A：均值—方差切换,0.00025456540987270506,0.28994607657385174,低位区制,低位区制
2012-03-31,M0000612,CPI,模型A：均值—方差切换,2.596971639444989e-05,0.14239368759921878,低位区制,低位区制
2012-04-30,M0000612,CPI,模型A：均值—方差切换,0.00018731741975779357,0.07030078596162331,低位区制,低位区制
2012-05-31,M0000612,CPI,模型A：均值—方差切换,0.000464942115888671,0.05024482950010021,低位区制,低位区制
2012-06-30,M0000612,CPI,模型A：均值—方差切换,0.0009905381972210535,0.053313447490246794,低位区制,低位区制
2012-07-31,M0000612,CPI,模型A：均值—方差切换,0.012264499787346663,0.08579876790914794,低位区制,低位区制
2012-08-31,M0000612,CPI,模型A：均值—方差切换,0.014240848087748363,0.09783077257861549,低位区制,低位区制
2012-09-30,M0000612,CPI,模型A：均值—方差切换,0.00041980271636716957,0.07567658327112745,低位区制,低位区制
2012-10-31,M0000612,CPI,模型A：均值—方差切换,0.0008692672702893818,0.08423370377967311,低位区制,低位区制
2012-11-30,M0000612,CPI,模型A：均值—方差切换,0.0024909182228095616,0.12633329830450246,低位区制,低位区制
2012-12-31,M0000612,CPI,模型A：均值—方差切换,0.021008130675141432,0.2501923509148689,低位区制,低位区制
2013-01-31,M0000612,CPI,模型A：均值—方差切换,0.06331240246042054,0.4398013606577317,低位区制,低位区制
2013-02-28,M0000612,CPI,模型A：均值—方差切换,0.685760837678026,0.988860389529772,高位区制,高位区制
2013-03-31,M0000612,CPI,模型A：均值—方差切换,0.6416848163575988,0.9578078379303191,高位区制,高位区制
2013-04-30,M0000612,CPI,模型A：均值—方差切换,0.3853455092519212,0.7470071670796318,低位区制,高位区制
2013-05-31,M0000612,CPI,模型A：均值—方差切换,0.07605645879984774,0.43479405396190557,低位区制,低位区制
2013-06-30,M0000612,CPI,模型A：均值—方差切换,0.04404489728179477,0.3194709527114116,低位区制,低位区制
2013-07-31,M0000612,CPI,模型A：均值—方差切换,0.013302639850762294,0.19227554823130624,低位区制,低位区制
2013-08-31,M0000612,CPI,模型A：均值—方差切换,0.0006834524399534844,0.11510609067535976,低位区制,低位区制
2013-09-30,M0000612,CPI,模型A：均值—方差切换,0.003035352577858078,0.09695479491212672,低位区制,低位区制
2013-10-31,M0000612,CPI,模型A：均值—方差切换,0.0008824670071483126,0.07872434795555447,低位区制,低位区制
2013-11-30,M0000612,CPI,模型A：均值—方差切换,0.012033603170740797,0.09332250367918976,低位区制,低位区制
2013-12-31,M0000612,CPI,模型A：均值—方差切换,0.0067394943553931,0.0698053935662273,低位区制,低位区制
2014-01-31,M0000612,CPI,模型A：均值—方差切换,0.009337337916948615,0.0636768483036622,低位区制,低位区制
2014-02-28,M0000612,CPI,模型A：均值—方差切换,7.649698218478238e-05,0.03107447865497509,低位区制,低位区制
2014-03-31,M0000612,CPI,模型A：均值—方差切换,0.00011366853021812671,0.013758867496590417,低位区制,低位区制
2014-04-30,M0000612,CPI,模型A：均值—方差切换,3.3112172137090305e-05,0.008557414832604766,低位区制,低位区制
2014-05-31,M0000612,CPI,模型A：均值—方差切换,0.00011921376044279696,0.00556347283210961,低位区制,低位区制
2014-06-30,M0000612,CPI,模型A：均值—方差切换,3.6065756814660204e-05,0.005282177839445765,低位区制,低位区制
2014-07-31,M0000612,CPI,模型A：均值—方差切换,0.00011495322743433129,0.004823551914956415,低位区制,低位区制
2014-08-31,M0000612,CPI,模型A：均值—方差切换,0.0009344837894042934,0.005997539319104253,低位区制,低位区制
2014-09-30,M0000612,CPI,模型A：均值—方差切换,0.0004670160545976952,0.006616422848974929,低位区制,低位区制
2014-10-31,M0000612,CPI,模型A：均值—方差切换,0.0009433034323611158,0.010419015931774949,低位区制,低位区制
2014-11-30,M0000612,CPI,模型A：均值—方差切换,4.755212329688795e-05,0.016635859074208045,低位区制,低位区制
2014-12-31,M0000612,CPI,模型A：均值—方差切换,0.0002271671257800753,0.0318934473010638,低位区制,低位区制
2015-01-31,M0000612,CPI,模型A：均值—方差切换,7.281019464839125e-07,0.07920195647561118,低位区制,低位区制
2015-02-28,M0000612,CPI,模型A：均值—方差切换,1.3663098070610748e-05,0.049458200844225544,低位区制,低位区制
2015-03-31,M0000612,CPI,模型A：均值—方差切换,1.1393815876064223e-05,0.029707827595942628,低位区制,低位区制
2015-04-30,M0000612,CPI,模型A：均值—方差切换,0.00018343944601370492,0.012270318231215882,低位区制,低位区制
2015-05-31,M0000612,CPI,模型A：均值—方差切换,0.0002477551722158606,0.006537986842826658,低位区制,低位区制
2015-06-30,M0000612,CPI,模型A：均值—方差切换,0.0003066288903132536,0.004817380103983453,低位区制,低位区制
2015-07-31,M0000612,CPI,模型A：均值—方差切换,0.0004858581858862129,0.004738754652942002,低位区制,低位区制
2015-08-31,M0000612,CPI,模型A：均值—方差切换,0.0006277406857908889,0.005458869992254069,低位区制,低位区制
2015-09-30,M0000612,CPI,模型A：均值—方差切换,0.001915942792491691,0.007746383207032451,低位区制,低位区制
2015-10-31,M0000612,CPI,模型A：均值—方差切换,5.9410725127748213e-05,0.006222361358178764,低位区制,低位区制
2015-11-30,M0000612,CPI,模型A：均值—方差切换,4.33363759234697e-05,0.005810803112896359,低位区制,低位区制
2015-12-31,M0000612,CPI,模型A：均值—方差切换,2.2583783423917184e-05,0.006324532744796202,低位区制,低位区制
2016-01-31,M0000612,CPI,模型A：均值—方差切换,0.0004802583362065651,0.005277976684622504,低位区制,低位区制
2016-02-29,M0000612,CPI,模型A：均值—方差切换,0.0011821865403698478,0.005668900479559843,低位区制,低位区制
2016-03-31,M0000612,CPI,模型A：均值—方差切换,0.00044357414084899324,0.004469574988152369,低位区制,低位区制
2016-04-30,M0000612,CPI,模型A：均值—方差切换,9.479913284251756e-05,0.0041262669817427955,低位区制,低位区制
2016-05-31,M0000612,CPI,模型A：均值—方差切换,0.00032930393621889123,0.004456950023515876,低位区制,低位区制
2016-06-30,M0000612,CPI,模型A：均值—方差切换,0.00142986736071918,0.0061377345263658265,低位区制,低位区制
2016-07-31,M0000612,CPI,模型A：均值—方差切换,0.0005833293459055833,0.005485306679374883,低位区制,低位区制
2016-08-31,M0000612,CPI,模型A：均值—方差切换,2.7751891161552927e-05,0.006083937374180366,低位区制,低位区制
2016-09-30,M0000612,CPI,模型A：均值—方差切换,4.9433841275643454e-05,0.005771358437755296,低位区制,低位区制
2016-10-31,M0000612,CPI,模型A：均值—方差切换,1.9891228579186103e-05,0.006752388396607795,低位区制,低位区制
2016-11-30,M0000612,CPI,模型A：均值—方差切换,5.2253624890750645e-05,0.0062584678297723795,低位区制,低位区制
2016-12-31,M0000612,CPI,模型A：均值—方差切换,0.00011323873286808371,0.007560837625825673,低位区制,低位区制
2017-01-31,M0000612,CPI,模型A：均值—方差切换,0.002291119915488125,0.012988638704338473,低位区制,低位区制
2017-02-28,M0000612,CPI,模型A：均值—方差切换,3.120186542385628e-05,0.013490024943907518,低位区制,低位区制
2017-03-31,M0000612,CPI,模型A：均值—方差切换,3.4364510024082095e-05,0.015618104402407317,低位区制,低位区制
2017-04-30,M0000612,CPI,模型A：均值—方差切换,0.0002231523328059207,0.023819531773320003,低位区制,低位区制
2017-05-31,M0000612,CPI,模型A：均值—方差切换,3.872887476085147e-05,0.05279344664598884,低位区制,低位区制
2017-06-30,M0000612,CPI,模型A：均值—方差切换,7.684616377315253e-06,0.1216751905041856,低位区制,低位区制
2017-07-31,M0000612,CPI,模型A：均值—方差切换,2.5497267016910862e-06,0.19717340329267835,低位区制,低位区制
2017-08-31,M0000612,CPI,模型A：均值—方差切换,8.41488515084898e-05,0.22366322865851168,低位区制,低位区制
2017-09-30,M0000612,CPI,模型A：均值—方差切换,0.00022665282274214003,0.33285326443150465,低位区制,低位区制
2017-10-31,M0000612,CPI,模型A：均值—方差切换,0.084696731977587,0.48610241468760484,低位区制,低位区制
2017-11-30,M0000612,CPI,模型A：均值—方差切换,0.08131696998010121,0.4595108599587525,低位区制,低位区制
2017-12-31,M0000612,CPI,模型A：均值—方差切换,0.024597370856129324,0.2901691456195742,低位区制,低位区制
2018-01-31,M0000612,CPI,模型A：均值—方差切换,7.238631814660508e-05,0.18100818710089367,低位区制,低位区制
2018-02-28,M0000612,CPI,模型A：均值—方差切换,0.0012744227337762998,0.08678978347969911,低位区制,低位区制
2018-03-31,M0000612,CPI,模型A：均值—方差切换,0.0004900843831956328,0.03446385495808211,低位区制,低位区制
2018-04-30,M0000612,CPI,模型A：均值—方差切换,6.149753141476537e-05,0.015377136256864668,低位区制,低位区制
2018-05-31,M0000612,CPI,模型A：均值—方差切换,0.00010597815817504772,0.008033537889388157,低位区制,低位区制
2018-06-30,M0000612,CPI,模型A：均值—方差切换,6.76924377857646e-05,0.006139696165966643,低位区制,低位区制
2018-07-31,M0000612,CPI,模型A：均值—方差切换,0.00048690629803535497,0.006357398463706136,低位区制,低位区制
2018-08-31,M0000612,CPI,模型A：均值—方差切换,0.0010141340494172145,0.008966060253832552,低位区制,低位区制
2018-09-30,M0000612,CPI,模型A：均值—方差切换,0.00400640759985827,0.01580668369215253,低位区制,低位区制
2018-10-31,M0000612,CPI,模型A：均值—方差切换,2.487220904877419e-05,0.01248114711906479,低位区制,低位区制
2018-11-30,M0000612,CPI,模型A：均值—方差切换,0.00010474114225550103,0.00727424095681538,低位区制,低位区制
2018-12-31,M0000612,CPI,模型A：均值—方差切换,0.000521343273417552,0.006341467974775118,低位区制,低位区制
2019-01-31,M0000612,CPI,模型A：均值—方差切换,0.0011854198580342964,0.007631266035036161,低位区制,低位区制
2019-02-28,M0000612,CPI,模型A：均值—方差切换,8.365702755757507e-05,0.00811076779024049,低位区制,低位区制
2019-03-31,M0000612,CPI,模型A：均值—方差切换,0.00021580533865708595,0.012586675381602755,低位区制,低位区制
2019-04-30,M0000612,CPI,模型A：均值—方差切换,0.00031704688348874286,0.027961942239820292,低位区制,低位区制
2019-05-31,M0000612,CPI,模型A：均值—方差切换,0.002624306476166735,0.07442276943053758,低位区制,低位区制
2019-06-30,M0000612,CPI,模型A：均值—方差切换,0.040487197870978466,0.21017023526879958,低位区制,低位区制
2019-07-31,M0000612,CPI,模型A：均值—方差切换,0.3900009629028472,0.5672537071944193,低位区制,高位区制
2019-08-31,M0000612,CPI,模型A：均值—方差切换,0.836286309086781,0.9113054741748741,高位区制,高位区制
2019-09-30,M0000612,CPI,模型A：均值—方差切换,0.9799482662528526,0.9940068804810769,高位区制,高位区制
2019-10-31,M0000612,CPI,模型A：均值—方差切换,0.9994571632329249,0.9999818158999404,高位区制,高位区制
2019-11-30,M0000612,CPI,模型A：均值—方差切换,0.999524961146118,0.9998486007275371,高位区制,高位区制
2019-12-31,M0000612,CPI,模型A：均值—方差切换,0.9987489501297241,0.9991650987306333,高位区制,高位区制
2020-01-31,M0000612,CPI,模型A：均值—方差切换,0.9997971398323235,0.9999758380111536,高位区制,高位区制
2020-02-29,M0000612,CPI,模型A：均值—方差切换,0.9991995568502319,0.9999962978091184,高位区制,高位区制
2020-03-31,M0000612,CPI,模型A：均值—方差切换,0.9487764255050939,0.9984666869475451,高位区制,高位区制
2020-04-30,M0000612,CPI,模型A：均值—方差切换,0.4625533133364581,0.9692542824300173,低位区制,高位区制
2020-05-31,M0000612,CPI,模型A：均值—方差切换,0.015263410773504555,0.9417759568212942,低位区制,高位区制
2020-06-30,M0000612,CPI,模型A：均值—方差切换,4.042785454045734e-05,0.9569448953401717,低位区制,高位区制
2020-07-31,M0000612,CPI,模型A：均值—方差切换,1.0025782266097292e-06,0.9876665750527625,低位区制,高位区制
2020-08-31,M0000612,CPI,模型A：均值—方差切换,1.5487290090131656e-06,0.9951257419084838,低位区制,高位区制
2020-09-30,M0000612,CPI,模型A：均值—方差切换,2.8807352807349752e-08,0.9999626746162023,低位区制,高位区制
2020-10-31,M0000612,CPI,模型A：均值—方差切换,3.2953170888547376e-09,0.9999992623814408,低位区制,高位区制
2020-11-30,M0000612,CPI,模型A：均值—方差切换,2.4339601141158474e-08,0.9995788070878476,低位区制,高位区制
2020-12-31,M0000612,CPI,模型A：均值—方差切换,0.0001305017530836016,0.8686439683411347,低位区制,高位区制
2021-01-31,M0000612,CPI,模型A：均值—方差切换,0.00022075607309565806,0.8378984188558503,低位区制,高位区制
2021-02-28,M0000612,CPI,模型A：均值—方差切换,1.0558276128441147e-05,0.8668805222463466,低位区制,高位区制
2021-03-31,M0000612,CPI,模型A：均值—方差切换,1.2128911340041514e-06,0.9208914643746948,低位区制,高位区制
2021-04-30,M0000612,CPI,模型A：均值—方差切换,4.683066784837307e-05,0.9261882829910868,低位区制,高位区制
2021-05-31,M0000612,CPI,模型A：均值—方差切换,0.03894017926843304,0.9323111410222463,低位区制,高位区制
2021-06-30,M0000612,CPI,模型A：均值—方差切换,0.3867780050198126,0.9882261514661688,低位区制,高位区制
2021-07-31,M0000612,CPI,模型A：均值—方差切换,0.4480307957966291,0.9951542870447153,低位区制,高位区制
2021-08-31,M0000612,CPI,模型A：均值—方差切换,0.05855143196539194,0.7162177932878132,低位区制,高位区制
2021-09-30,M0000612,CPI,模型A：均值—方差切换,0.0014994341158013557,0.6087639196956873,低位区制,高位区制
2021-10-31,M0000612,CPI,模型A：均值—方差切换,0.0004497763328064454,0.5947275827988929,低位区制,高位区制
2021-11-30,M0000612,CPI,模型A：均值—方差切换,0.0007021338995495993,0.655315094239054,低位区制,高位区制
2021-12-31,M0000612,CPI,模型A：均值—方差切换,3.0180117041627394e-06,0.8262175773537404,低位区制,高位区制
2022-01-31,M0000612,CPI,模型A：均值—方差切换,1.3484810731813703e-07,0.9216900891102997,低位区制,高位区制
2022-02-28,M0000612,CPI,模型A：均值—方差切换,2.628942393585622e-06,0.8291179217093338,低位区制,高位区制
2022-03-31,M0000612,CPI,模型A：均值—方差切换,0.0002648223974403961,0.6574882232253488,低位区制,高位区制
2022-04-30,M0000612,CPI,模型A：均值—方差切换,0.004472600159745785,0.6152241947996384,低位区制,高位区制
2022-05-31,M0000612,CPI,模型A：均值—方差切换,0.004339217933192867,0.5821015820543304,低位区制,高位区制
2022-06-30,M0000612,CPI,模型A：均值—方差切换,0.0005461024123003088,0.5613685800865551,低位区制,高位区制
2022-07-31,M0000612,CPI,模型A：均值—方差切换,6.78358102663225e-05,0.614379234566543,低位区制,高位区制
2022-08-31,M0000612,CPI,模型A：均值—方差切换,0.01754965182697304,0.7055673009339617,低位区制,高位区制
2022-09-30,M0000612,CPI,模型A：均值—方差切换,0.22935615678712767,0.9858935811899351,低位区制,高位区制
2022-10-31,M0000612,CPI,模型A：均值—方差切换,0.19272116724529156,0.9873011249904864,低位区制,高位区制
2022-11-30,M0000612,CPI,模型A：均值—方差切换,0.0021561491293173875,0.9670652246765448,低位区制,高位区制
2022-12-31,M0000612,CPI,模型A：均值—方差切换,3.018367502285609e-06,0.9773041011993021,低位区制,高位区制
2023-01-31,M0000612,CPI,模型A：均值—方差切换,1.2137992731361572e-05,0.9791454929160227,低位区制,高位区制
2023-02-28,M0000612,CPI,模型A：均值—方差切换,3.5516691517689225e-07,0.9978334823928224,低位区制,高位区制
2023-03-31,M0000612,CPI,模型A：均值—方差切换,1.6822583531500046e-07,0.9997498351433673,低位区制,高位区制
2023-04-30,M0000612,CPI,模型A：均值—方差切换,8.157866692313556e-08,0.9999245391176609,低位区制,高位区制
2023-05-31,M0000612,CPI,模型A：均值—方差切换,9.699513379530051e-08,0.9998293783616456,低位区制,高位区制
2023-06-30,M0000612,CPI,模型A：均值—方差切换,1.3332205478327317e-06,0.9958165498566802,低位区制,高位区制
2023-07-31,M0000612,CPI,模型A：均值—方差切换,4.459514258950597e-06,0.9887056566281868,低位区制,高位区制
2023-08-31,M0000612,CPI,模型A：均值—方差切换,5.448305702480841e-06,0.9871531227962439,低位区制,高位区制
2023-09-30,M0000612,CPI,模型A：均值—方差切换,1.0354517533663722e-07,0.9930392175627254,低位区制,高位区制
2023-10-31,M0000612,CPI,模型A：均值—方差切换,3.351613078077099e-06,0.8897861772729438,低位区制,高位区制
2023-11-30,M0000612,CPI,模型A：均值—方差切换,1.1007641157271934e-05,0.7425592882877627,低位区制,高位区制
2023-12-31,M0000612,CPI,模型A：均值—方差切换,0.00010645660760453987,0.6458813282496376,低位区制,高位区制
2024-01-31,M0000612,CPI,模型A：均值—方差切换,1.0182878430002229e-06,0.638118848656737,低位区制,高位区制
2024-02-29,M0000612,CPI,模型A：均值—方差切换,8.787744154965949e-05,0.5042462226810268,低位区制,高位区制
2024-03-31,M0000612,CPI,模型A：均值—方差切换,1.551915347244568e-05,0.4761682223513027,低位区制,低位区制
2024-04-30,M0000612,CPI,模型A：均值—方差切换,5.1941906379223155e-06,0.4824152529682745,低位区制,低位区制
2024-05-31,M0000612,CPI,模型A：均值—方差切换,3.3996078246547366e-06,0.4827819390394688,低位区制,低位区制
2024-06-30,M0000612,CPI,模型A：均值—方差切换,5.530097841653203e-06,0.4577430275281351,低位区制,低位区制
2024-07-31,M0000612,CPI,模型A：均值—方差切换,0.00010014447446807073,0.42790155463353813,低位区制,低位区制
2024-08-31,M0000612,CPI,模型A：均值—方差切换,4.12807799197112e-05,0.4687511746747549,低位区制,低位区制
2024-09-30,M0000612,CPI,模型A：均值—方差切换,7.284738396768435e-05,0.6030251406534646,低位区制,高位区制
2024-10-31,M0000612,CPI,模型A：均值—方差切换,4.955637028524074e-08,0.9962925370721679,低位区制,高位区制
2024-11-30,M0000612,CPI,模型A：均值—方差切换,3.7364127611946243e-07,0.9991353301291943,低位区制,高位区制
2024-12-31,M0000612,CPI,模型A：均值—方差切换,3.25079180603249e-07,0.9989601567892569,低位区制,高位区制
2025-01-31,M0000612,CPI,模型A：均值—方差切换,1.315648150221145e-05,0.9926457694763008,低位区制,高位区制
2025-02-28,M0000612,CPI,模型A：均值—方差切换,1.0650108382034227e-07,0.9997164868996511,低位区制,高位区制
2025-03-31,M0000612,CPI,模型A：均值—方差切换,3.811153181310073e-07,0.999535376674275,低位区制,高位区制
2025-04-30,M0000612,CPI,模型A：均值—方差切换,2.0202916056276346e-07,0.999654401850057,低位区制,高位区制
2025-05-31,M0000612,CPI,模型A：均值—方差切换,6.299180586347125e-07,0.9975921946182711,低位区制,高位区制
2025-06-30,M0000612,CPI,模型A：均值—方差切换,4.401152587388656e-06,0.9883220513360232,低位区制,高位区制
2025-07-31,M0000612,CPI,模型A：均值—方差切换,4.522209143483469e-06,0.9842709542923602,低位区制,高位区制
2025-08-31,M0000612,CPI,模型A：均值—方差切换,9.905606507576065e-07,0.98551989529589,低位区制,高位区制
2025-09-30,M0000612,CPI,模型A：均值—方差切换,1.624905193900552e-07,0.9700319438598861,低位区制,高位区制
2025-10-31,M0000612,CPI,模型A：均值—方差切换,0.00011335497427732009,0.473675047569833,低位区制,低位区制
2025-11-30,M0000612,CPI,模型A：均值—方差切换,7.64220297214789e-05,0.3091168258870203,低位区制,低位区制
2025-12-31,M0000612,CPI,模型A：均值—方差切换,4.5821649464433006e-05,0.2606443263954566,低位区制,低位区制
2026-01-31,M0000612,CPI,模型A：均值—方差切换,1.1758879668014363e-06,0.26568095702083055,低位区制,低位区制
2026-02-28,M0000612,CPI,模型A：均值—方差切换,7.348138184426034e-05,0.17618126650898,低位区制,低位区制
2026-03-31,M0000612,CPI,模型A：均值—方差切换,0.00032034575609315546,0.15479914920197918,低位区制,低位区制
2006-01-31,M0000612,CPI,模型B：共同AR(1),0.0,,低位区制,未收敛
2006-02-28,M0000612,CPI,模型B：共同AR(1),0.0,,低位区制,未收敛
