date,raw_value,hamilton_trend,hamilton_cycle
2005-01-31,20.9,,
2005-02-28,7.6,,
2005-03-31,15.1,,
2005-04-30,16.0,,
2005-05-31,16.6,,
2005-06-30,16.8,,
2005-07-31,16.1,,
2005-08-31,16.0,,
2005-09-30,16.5,,
2005-10-31,16.1,,
2005-11-30,16.6,,
2005-12-31,16.5,11.87897960511327,4.621020394886729
2006-01-31,12.6,11.33572221186478,1.2642777881352192
2006-02-28,20.1,12.244513125907554,7.855486874092447
2006-03-31,17.8,12.29185994753353,5.508140052466471
2006-04-30,16.6,12.248872050571,4.351127949429001
2006-05-31,17.9,12.283996016539563,5.616003983460436
2006-06-30,19.5,12.216827000741517,7.283172999258483
2006-07-31,16.7,12.264352571227889,4.435647428772111
2006-08-31,15.7,12.340145288030127,3.359854711969872
2006-09-30,16.1,11.70575695865028,4.394243041349721
2006-10-31,14.7,12.378246310616754,2.321753689383245
2006-11-30,14.9,12.797599592526101,2.1024004074738993
2006-12-31,14.7,12.428273697852946,2.2717263021470533
2007-01-31,24.71,13.030488533966382,11.679511466033619
2007-02-28,12.6,13.160501731073147,-0.5605017310731473
2007-03-31,17.6,12.920048151640877,4.679951848359124
2007-04-30,17.4,12.60252009320996,4.797479906790038
2007-05-31,18.1,12.482571074158942,5.617428925841059
2007-06-30,19.4,11.97594178341989,7.424058216580109
2007-07-31,18.0,11.739423906357102,6.260576093642898
2007-08-31,17.5,11.676879219523453,5.823120780476547
2007-09-30,18.9,13.108516255329839,5.79148374467016
2007-10-31,17.9,12.623011571304922,5.276988428695077
2007-11-30,17.3,12.374582182963756,4.925417817036244
2007-12-31,17.4,13.1766885914457,4.223311408554299
2008-01-31,15.4,12.43306383927531,2.966936160724691
2008-02-29,15.4,13.209830320152923,2.1901696798470773
2008-03-31,17.8,13.203059746112423,4.596940253887578
2008-04-30,15.7,13.084237345524247,2.615762654475752
2008-05-31,16.0,13.262503333850368,2.7374966661496316
2008-06-30,16.0,13.132371246684551,2.867628753315449
2008-07-31,14.7,12.945029184529584,1.754970815470415
2008-08-31,12.8,12.941398713551209,-0.14139871355120803
