source_segment_id,target_segment_id,evaluation_type,date,model_value,prior_prob_low_state,prior_prob_high_state,prob_low_state,prob_high_state,state,regime_label,log_likelihood_under_previous_params
segment_01,segment_02,next_segment_using_previous_params,2010-12-31,-0.2612913870910454,0.9287426497334621,0.0712573502665379,0.9765242415993921,0.023475758400607852,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-01-31,1.0084319454618527,0.8985000774663408,0.10149992253365925,0.9142248560074528,0.08577514399254711,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-02-28,2.7418607196096207,0.846282170566671,0.15371782943332904,0.6365885603263831,0.36341143967361694,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-03-31,3.2077014698440713,0.6135738364138683,0.38642616358613174,0.2610667141856104,0.7389332858143897,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-04-30,2.0941071874752186,0.2988200934313991,0.701179906568601,0.18231190746978554,0.8176880925302146,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-05-31,2.3109643844654695,0.23280963239852936,0.7671903676014707,0.11848629387143214,0.8815137061285677,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-06-30,4.221938564311072,0.17931247641495024,0.8206875235850497,0.021828349565468374,0.9781716504345317,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-07-31,3.1122796283258047,0.09829601872559321,0.9017039812744069,0.02543574638384259,0.9745642536161574,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-08-31,2.624569012542974,0.10131965546650519,0.8986803445334948,0.037769810739691156,0.9622301892603088,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-09-30,2.933145379025836,0.11165778349310918,0.8883422165068907,0.033377636990397676,0.9666223630096024,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-10-31,2.0752342282220013,0.1079763648442958,0.8920236351557043,0.060373630827124505,0.9396263691728756,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-11-30,1.0581767328646627,0.1306037837094452,0.869396216290555,0.14828152575757178,0.8517184742424282,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2011-12-31,1.600827163361906,0.20428615199620376,0.7957138480037963,0.16398855753031413,0.836011442469686,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-01-31,-8.332784223902,0.21745142345090876,0.7825485765490914,0.9977095986999395,0.002290401300060563,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-02-29,10.004894692648556,0.9162571547505151,0.083742845249485,0.013012705925864588,0.9869872940741354,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-03-31,0.6658991974020019,0.09090694972499848,0.9090930502750015,0.1354090925895041,0.8645909074104959,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-04-30,-1.815279634961911,0.19349677565876922,0.8065032243412308,0.7162857086561984,0.2837142913438015,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-05-31,-1.5893243643413708,0.6803741464348059,0.3196258535651941,0.9495772787470033,0.05042272125299674,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-06-30,-1.495180307643114,0.8759137552404443,0.12408624475955558,0.9830783636424891,0.016921636357510816,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-07-31,-1.5559107305628324,0.9039935912691446,0.09600640873085545,0.9878336162920087,0.01216638370799128,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-08-31,-1.792447951849077,0.9079793342709046,0.09202066572909544,0.9902938120784625,0.00970618792153751,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-09-30,0.14560449668051056,0.9100414135885636,0.08995858641143642,0.9593886029927535,0.040611397007246544,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-10-31,-0.9069872175030387,0.8841373807410682,0.11586261925893193,0.9755991103607751,0.024400889639224838,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-11-30,-0.8885670318285523,0.8977246538176309,0.10227534618236901,0.9784222300744534,0.02157776992554659,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2012-12-31,0.7322606876165292,0.900090927593444,0.09990907240655593,0.9305999498385288,0.06940005016147109,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-01-31,7.316501275367761,0.8600073962172929,0.1399926037827069,0.055099694729074146,0.9449003052709258,高均值状态,工业增加值高位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-02-28,-7.114564698369626,0.12618329221428612,0.8738167077857139,0.9888698295591161,0.011130170440884008,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-03-31,-0.12135647448326203,0.9088478643117051,0.091152135688295,0.9661935156521834,0.033806484347816676,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-04-30,0.34657477722918983,0.889841101449294,0.11015889855070606,0.9417465380882275,0.05825346191177241,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-05-31,0.2725759597451667,0.8693502091831248,0.13064979081687517,0.9337548203510084,0.06624517964899147,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-06-30,-0.08309342333542702,0.8626517358546086,0.13734826414539128,0.9458936654937998,0.05410633450620011,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-07-31,0.5891158095762101,0.8728262356432198,0.12717376435678016,0.9193677085091644,0.08063229149083558,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-08-31,1.1292079164006879,0.8505927908172798,0.1494072091827201,0.8620250059935926,0.13797499400640756,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-09-30,-0.3427338022267179,0.8025294612533842,0.19747053874661596,0.9324661189982429,0.06753388100175703,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-10-31,1.092388424815434,0.8615715761287814,0.13842842387121845,0.8754059003634944,0.12459409963650558,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-11-30,1.3983417785727994,0.8137450180330045,0.18625498196699558,0.7958992923395255,0.20410070766047453,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2013-12-31,0.45119135713514424,0.7471044144980424,0.2528955855019576,0.8451063053711894,0.1548936946288105,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-01-31,0.24605990660794852,0.7883485969387553,0.21165140306124458,0.8895332962653595,0.11046670373464057,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-02-28,-0.07137682651143606,0.8255862751646609,0.17441372483533918,0.9288631449202882,0.07113685507971175,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-03-31,-0.18701547936440122,0.8585516464267957,0.14144835357320423,0.9481808281214626,0.051819171878537414,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-04-30,-0.48061445392859525,0.8747432825614346,0.12525671743856548,0.9634713542628602,0.036528645737139806,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-05-31,-0.4755038911279996,0.8875594486104585,0.11244055138954148,0.9674223335657244,0.0325776664342757,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-06-30,-0.18972413670037724,0.8908710682586976,0.10912893174130255,0.961030320882621,0.03896967911737896,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-07-31,-0.41050764858925426,0.8855134307793483,0.11448656922065162,0.9651344145092791,0.03486558549072093,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-08-31,-2.408027596415362,0.8889533873193385,0.11104661268066152,0.9925253130776969,0.0074746869223030745,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-09-30,-1.0643863643304066,0.9119118062147088,0.08808819378529115,0.9839247953299649,0.016075204670035058,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-10-31,-1.191004459688144,0.9047030507707685,0.09529694922923142,0.984091817542975,0.015908182457024966,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-11-30,-1.6203042568099297,0.9048430449342145,0.09515695506578552,0.988525662900982,0.01147433709901796,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2014-12-31,-0.8089522463015246,0.9085593917635145,0.09144060823648549,0.9797100301102879,0.02028996988971201,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-01-31,0.8603100219174582,0.9011703318562253,0.09882966814377453,0.924818637292758,0.07518136270724199,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-02-28,-5.210109168291984,0.8551616334958063,0.1448383665041938,0.998813524900548,0.0011864750994521442,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-03-31,-3.232665409339994,0.9171824402091077,0.08281755979089238,0.9971180738046689,0.0028819261953312086,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-04-30,-2.610113633222843,0.9157613522379124,0.08423864776208757,0.9952737573026456,0.004726242697354451,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-05-31,-2.3102544747818836,0.9142154887196592,0.08578451128034087,0.9939389871802383,0.006061012819761648,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-06-30,-1.5524374076118894,0.9130967152145584,0.08690328478544167,0.9890543763516036,0.010945623648396387,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-07-31,-2.103902229399324,0.909002547173136,0.09099745282686404,0.9924352488037189,0.007564751196281078,低均值状态,工业增加值低位区制,-160.92763276438524
segment_01,segment_02,next_segment_using_previous_params,2015-08-31,-2.1292848308976673,0.9118363164192818,0.08816368358071824,0.9928317422373415,0.007168257762658456,低均值状态,工业增加值低位区制,-160.92763276438524
