segment_id,init_source,start,end,mu_low,mu_high,sigma,sigma_for_filter,p_stay_low,p_switch_low_to_high,p_switch_high_to_low,p_stay_high,init_prob_low,init_prob_high,end_prob_low,end_prob_high,next_init_prob_low,next_init_prob_high,log_likelihood,iterations,nobs
segment_01,sample_quantiles,1987-12-31,1992-11-30,-0.7488950435791024,12.22116187647695,4.653086569759388,3.95512358429548,0.92,0.07999999999999996,0.10194407362625879,0.8980559263737412,1.0,7.096998202147483e-24,0.9915572023853261,0.008442797614673864,0.913093319376142,0.086906680623858,-186.5797648245002,17,60
segment_02,segment_01_params,1992-12-31,1997-11-30,-2.019803841862536,5.9355685433171335,2.140503831813645,1.819428257041598,0.92,0.07999999999999996,0.07999999999999996,0.92,0.9999999991117884,8.882116197977871e-10,0.9978339767503142,0.0021660232496857825,0.918180540470264,0.08181945952973602,-145.39144245531085,15,60
segment_03,segment_02_params,1997-12-31,2002-11-30,-2.2079314196867488,0.004234594047536335,0.878542119479681,0.7467608015577288,0.7513328641128035,0.24866713588719647,0.36284438697537824,0.6371556130246218,7.691399632721215e-42,1.0,0.36369362001246097,0.6363063799875389,0.5041351675586165,0.4958648324413833,-101.5736800704182,49,60
segment_04,segment_03_params,2002-12-31,2007-11-30,-3.2269763686436694,0.5265337152705666,1.230966594193333,1.046321605064333,0.7139716997116403,0.2860283002883597,0.07999999999999996,0.92,3.676342757592198e-47,1.0,3.7501265221537454e-07,0.9999996249873477,0.0800002377474085,0.9199997622525915,-110.91068297021128,20,60
segment_05,segment_04_params,2007-12-31,2012-11-30,-3.8568725913795148,0.6369536471310218,1.6118490185459846,1.3700716657640868,0.8639523713134023,0.1360476286865977,0.07999999999999996,0.92,2.947794680805285e-76,1.0,0.04421979666061216,0.9557802033393878,0.11466621445108333,0.8853337855489166,-125.25982365325983,18,60
segment_06,segment_05_params,2012-12-31,2017-11-30,-0.8471913354051144,0.4884561987913696,0.8986406561703896,0.7638445577448311,0.92,0.07999999999999996,0.2567409048120858,0.7432590951879142,1.3160474177599827e-18,1.0,0.01378990296694839,0.9862100970330515,0.2658871833766731,0.7341128166233268,-86.97741744064581,55,60
segment_07,segment_06_params,2017-12-31,2022-11-30,-3.429560072462998,-0.07106642927577903,1.2619533273595052,1.0726603282555793,0.7508896606416512,0.2491103393583488,0.07999999999999996,0.92,1.3624207292999678e-59,1.0,0.019165700948203444,0.9808342990517965,0.09285807060509954,0.9071419293949005,-109.04037878059903,41,60
segment_08,segment_07_params,2022-12-31,2026-05-31,-2.0115906366869334,-0.247203987664888,0.7609616067427982,0.6468173657313785,0.8975172325400436,0.10248276745995644,0.07999999999999996,0.92,1.0,7.526583428186494e-36,6.827580555754815e-05,0.9999317241944425,0.08005581664760882,0.9199441833523913,-58.26190938449478,16,42
