source_segment_id,target_segment_id,evaluation_type,date,model_value,prior_prob_low_state,prior_prob_high_state,prob_low_state,prob_high_state,state,growth_regime,log_likelihood_under_previous_params
segment_02,segment_03,next_segment_using_previous_params,2016-06-30,-0.7018534467718709,0.919978362468014,0.08002163753198599,0.9999813898919395,1.861010806050534e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2016-07-31,-0.7316267060243504,0.9199884544627172,0.08001154553728287,0.9999852596429791,1.474035702078234e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2016-08-31,-0.254543254242968,0.9199908552201312,0.0800091447798687,0.9993840031231896,0.0006159968768103657,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2016-09-30,-0.22247693330424312,0.9196178412890322,0.08038215871096777,0.9992044407518764,0.0007955592481236373,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2016-10-31,0.6652917744244178,0.9195064424703975,0.08049355752960256,0.5466565313811462,0.4533434686188537,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2016-11-30,0.9989356981269779,0.6387499448209205,0.36125005517907943,0.01352782546180749,0.9864721745381926,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2016-12-31,0.7212368181206728,0.3080018733549817,0.6919981266450185,0.029433416360066092,0.970566583639934,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-01-31,0.7059467487862676,0.31786955344182577,0.6821304465581742,0.03454944090690146,0.9654505590930985,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-02-28,0.8468905557556994,0.3210434873036693,0.6789565126963307,0.011908514540800628,0.9880914854591993,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-03-31,1.075863637489924,0.30699726797868104,0.6930027320213189,0.0018783098612694283,0.9981216901387305,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-04-30,0.41163911154558264,0.3007746226449565,0.6992253773550435,0.24839117281972528,0.7516088271802747,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-05-31,0.4135086500584393,0.4537089011968085,0.5462910988031915,0.3860551083896979,0.6139448916103021,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-06-30,0.8360301383303721,0.5391143214914506,0.46088567850854945,0.03143851347799633,0.9685614865220037,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-07-31,0.38510819614362646,0.3191134969727106,0.6808865030272895,0.3070733218418679,0.692926678158132,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-08-31,0.7308716653146163,0.49011475854992403,0.5098852414500759,0.057258663878779446,0.9427413361212206,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-09-30,1.347499576208186,0.3351320772052137,0.6648679227947863,0.0002555122574617608,0.9997444877425382,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-10-31,0.4338419238220581,0.29976785416320056,0.7002321458367995,0.21657389546858855,0.7834261045314115,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-11-30,0.6424047315439694,0.433969759397947,0.566030240602053,0.08826018362254802,0.9117398163774519,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2017-12-31,0.5359191554627429,0.3543651306009842,0.6456348693990157,0.13752205177484922,0.8624779482251508,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-01-31,0.20996368675204735,0.3849267336572041,0.615073266342796,0.6996997539302054,0.3003002460697946,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-02-28,-0.8954479741523826,0.7336965311649175,0.2663034688350826,0.9999829290330841,1.7070966916031235e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-03-31,0.4177435560012057,0.9199894093315127,0.08001059066848742,0.8938642683369589,0.10613573166304115,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-04-30,0.29624668194880854,0.8541543830384395,0.14584561696156054,0.9173546884215618,0.08264531157843828,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-05-31,0.6232607572824662,0.8687276203348808,0.1312723796651193,0.49254262292586026,0.5074573770741398,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-06-30,0.36058943313327063,0.6051781812629887,0.39482181873701133,0.6371381754614753,0.3628618245385246,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-07-31,0.023931469429825825,0.6948839120043799,0.30511608799562,0.9732303997490566,0.0267696002509434,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-08-31,0.02911511089741481,0.903392389945228,0.09660761005477204,0.9930720395748627,0.006927960425137384,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-09-30,-0.3109249148336133,0.9157019580368401,0.08429804196316003,0.9995804722812784,0.0004195277187215777,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-10-31,-0.8093726782484936,0.9197397289203283,0.08026027107967178,0.9999919506606266,8.049339373327628e-06,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-11-30,-1.1211926465221893,0.9199950062650074,0.08000499373499255,0.999999300876742,6.991232579788831e-07,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2018-12-31,-1.71195504228033,0.9199995662704583,0.08000043372954169,0.9999999931317092,6.868290788613098e-09,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-01-31,-1.5064651474539232,0.9199999957389765,0.08000000426102344,0.9999999657079096,3.4292090316083224e-08,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-02-28,-1.9371758923159632,0.9199999787255073,0.08000002127449261,0.9999999988211903,1.178809643218664e-09,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-03-31,-0.5656335668099004,0.9199999992686775,0.08000000073132245,0.9999459814685857,5.401853141421147e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-04-30,-1.051804335681247,0.9199664874074678,0.08003351259253212,0.9999987962543878,1.2037456122259482e-06,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-05-31,-1.639724765581434,0.9199992532074612,0.08000074679253873,0.9999999879129102,1.2087089785701974e-08,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-06-30,-1.5081509080484992,0.9199999925012824,0.0800000074987176,0.9999999661573002,3.384269962689476e-08,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-07-31,-1.1954386706782856,0.9199999790043051,0.08000002099569481,0.9999996089764728,3.910235273094443e-07,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-08-31,-1.2568800877097672,0.9199997574126547,0.08000024258734542,0.9999997582321942,2.4176780581289493e-07,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-09-30,-0.8770886675089571,0.9199998500095107,0.08000014999048936,0.9999952782888146,4.721711185332191e-06,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-10-31,-1.3254493297431011,0.9199970706944661,0.08000292930553392,0.9999998586209717,1.4137902832254362e-07,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-11-30,-0.49894136796014266,0.919999912289771,0.08000008771022911,0.9999089714674761,9.102853252389111e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2019-12-31,-0.4946062238084963,0.9199435267483325,0.08005647325166765,0.9999057586409299,9.424135907011465e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-01-31,-0.5261109557122339,0.9199415335407405,0.0800584664592596,0.9999263462483824,7.365375161761836e-05,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-02-29,-15.004521232311319,0.9199543059001827,0.08004569409981728,1.0,4.6020248745784124e-54,低均值状态,经济增长偏弱,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-03-31,1.298362383273684,0.92,0.07999999999999996,0.008492322625783718,0.9915076773742163,高均值状态,经济增长偏强,-505.1824771042544
segment_02,segment_03,next_segment_using_previous_params,2020-04-30,0.2169193925370081,0.30487789441071506,0.695122105589285,0.6072937533936473,0.3927062466063527,低均值状态,经济增长偏弱,-505.1824771042544
